,filename,results
40,1667902528337010700_frame0.jpg,"['tv', 'cnn']"
41,1680716267901796400_frame0.jpg,"['tv', 'cbs', 'cbs']"
42,1646301618603397000_frame0.jpg,"['tv', 'cbs']"
43,1718024678607528000_frame0.jpg,"['tv', 'cbs']"
44,1672921916131844000_frame0.jpg,"['tv', 'msnbc']"
45,1683791222562427000_frame0.jpg,"['tv', 'espn', 'espn']"
46,1666548568715980800_frame0.jpg,"['tv', 'abc', 'abc', 'abc', 'espn']"
47,1732982334115926000_frame0.jpg,['tv']
48,1684546159110123500_frame0.jpg,"['tv', 'cbs', 'cbs', 'espn']"
49,1735740488947880000_frame0.jpg,"['tv', 'cbs']"
50,1717995591776182300_frame0.jpg,"['tv', 'cbs']"
51,1717997181970985000_frame0.jpg,"['tv', 'cbs']"
52,1684609279711060000_frame0.jpg,"['tv', 'cbs']"
53,1653449952241680400_frame0.jpg,"['tv', 'tv', 'espn']"
54,1662109773765546000_frame0.jpg,"['tv', 'cnn', 'cnn']"
55,1668950629076291600_frame0.jpg,"['tv', 'abc', 'abc']"
56,1666419254456512500_frame0.jpg,"['tv', 'espn', 'espn']"
57,1666190390040043500_frame0.jpg,"['tv', 'tnt', 'cbs']"
58,1657855325249769500_frame0.jpg,"['tv', 'tnt']"
59,1732939477518651400_frame0.jpg,"['tv', 'cbs']"
60,1673600915296321500_frame0.jpg,"['tv', 'msnbc']"
61,1683902951610978300_frame0.jpg,"['tv', 'espn']"
62,1676677154340954000_frame0.jpg,"['tv', 'tnt']"
63,1684289094722646000_frame0.jpg,['tv']
64,1719707108401746000_frame0.jpg,"['tv', 'tnt']"
65,1663164264044580900_frame0.jpg,"['tv', 'cnn']"
66,1657478700943384600_frame0.jpg,"['tv', 'tnt']"
67,1684543927971082200_frame0.jpg,"['tv', 'cbs', 'cnn']"
68,1658212288668143600_frame0.jpg,"['tv', 'tnt']"
69,1677714346744045600_frame0.jpg,"['tv', 'tnt']"
70,1684554072641831000_frame0.jpg,"['tv', 'cbs', 'cbs', 'tv']"
71,1661076244109832200_frame0.jpg,['tv']
72,1684571389589258200_frame0.jpg,"['tv', 'cbs', 'cbs', 'tv']"
73,1642910814287556600_frame0.jpg,"['tv', 'msnbc']"
74,1657463224741671000_frame0.jpg,"['tv', 'tnt']"
75,1674761976888168400_frame0.jpg,"['tv', 'abc', 'abc']"
76,1684637238241128400_frame0.jpg,"['tv', 'cbs', 'cbs']"
77,1666554637647372300_frame0.jpg,"['tv', 'abc', 'espn']"
78,1684306076339638300_frame0.jpg,"['tv', 'espn', 'espn']"
79,1669589628065267700_frame0.jpg,"['tv', 'tv', 'cnn', 'fox_news', 'tv']"
80,1659153594206744600_frame0.jpg,"['tv', 'cbs', 'cbs']"
81,1684301387690672000_frame0.jpg,"['tv', 'espn']"
82,1666786559724150800_frame0.jpg,"['tv', 'abc']"
83,1684723132247572500_frame0.jpg,"['tv', 'espn']"
84,1684480591082332200_frame0.jpg,"['tv', 'fox_news']"
85,1654283804086395000_frame0.jpg,"['tv', 'tnt']"
86,1684606680349921300_frame0.jpg,"['tv', 'fox_news']"
87,1719700178983719000_frame0.jpg,"['tv', 'cbs']"
88,1684549559876845600_frame0.jpg,"['tv', 'cbs', 'cbs']"
89,1679939961836626000_frame0.jpg,"['tv', 'fox_news']"
90,1676250518659358700_frame0.jpg,"['tv', 'espn']"
91,1668952216267989000_frame0.jpg,"['tv', 'abc', 'abc', 'espn']"
92,1679061171124084700_frame0.jpg,"['tv', 'cbs', 'tv', 'tv']"
93,1657458575443767300_frame0.jpg,"['tv', 'tnt']"
94,1655841784393195500_frame0.jpg,"['tv', 'msnbc']"
95,1684306068404039700_frame0.jpg,['tv']
96,1672490827290583000_frame0.jpg,"['tv', 'msnbc']"
97,1665391506048970800_frame0.jpg,['tv']
98,1661965522666786800_frame0.jpg,"['tv', 'cnn', 'cnn']"
99,1682312676153303000_frame0.jpg,"['tv', 'fox_news']"
100,1670134963250471000_frame0.jpg,"['tv', 'cnn']"
101,1677470699482079200_frame0.jpg,"['tv', 'fox_news']"
102,1665157554889597000_frame0.jpg,"['tv', 'cnn']"
103,1664308270254383000_frame0.jpg,"['tv', 'cbs', 'cbs', 'tv', 'tv', 'cbs']"
104,1682890948922609700_frame0.jpg,"['tv', 'tnt']"
105,1644946911796408300_frame0.jpg,"['tv', 'msnbc']"
106,1666196531675504600_frame0.jpg,"['tv', 'msnbc']"
107,1655845896237166600_frame0.jpg,"['tv', 'msnbc']"
108,1667589243482001400_frame0.jpg,"['tv', 'msnbc']"
109,1666374313504145400_frame0.jpg,"['tv', 'espn']"
110,1641145037540679700_frame0.jpg,"['tv', 'cbs', 'cbs', 'tv']"
111,1658160905755684900_frame0.jpg,"['tv', 'tnt']"
112,1684533998228906000_frame0.jpg,"['tv', 'espn']"
113,1684597286732112000_frame0.jpg,"['tv', 'cbs', 'cbs']"
114,1660241719330959400_frame0.jpg,"['tv', 'cnn']"
115,1671234667241554000_frame0.jpg,"['tv', 'abc', 'espn', 'abc']"
116,1643351787706617900_frame0.jpg,"['tv', 'cbs', 'cbs', 'cbs']"
117,1656029068832919600_frame0.jpg,"['tv', 'espn', 'espn']"
118,1667052917548445700_frame0.jpg,"['tv', 'msnbc']"
119,1680545930660626400_frame0.jpg,"['tv', 'fox_news']"
120,1642133786848260000_frame0.jpg,"['tv', 'cbs']"
121,1677604114755858400_frame0.jpg,"['tv', 'espn']"
122,1667192955108122600_frame0.jpg,"['tv', 'espn']"
123,1675837005637988400_frame0.jpg,"['tv', 'msnbc']"
124,1683610486404354000_frame0.jpg,"['tv', 'abc']"
125,1682995790340984800_frame0.jpg,"['tv', 'fox_news']"
126,1718016837565915100_frame0.jpg,"['tv', 'cbs']"
127,1683873386243129300_frame0.jpg,"['tv', 'cbs', 'cbs', 'cbs']"
128,1671616244056395800_frame0.jpg,"['tv', 'abc']"
129,1671219556225429500_frame0.jpg,"['tv', 'abc']"
130,1666424636004429800_frame0.jpg,"['tv', 'espn']"
131,1667461120731967500_frame0.jpg,"['tv', 'msnbc']"
132,1684543320128352300_frame0.jpg,"['tv', 'cbs']"
133,1671534751271399400_frame0.jpg,"['tv', 'cnn']"
134,1664763062013517800_frame0.jpg,"['tv', 'cnn']"
135,1665306844207358000_frame0.jpg,"['tv', 'cnn']"
136,1670173287482699800_frame0.jpg,"['tv', 'tnt']"
137,1684571120235184000_frame0.jpg,"['tv', 'cbs', 'cbs', 'tv', 'tv']"
138,1673039607974944800_frame0.jpg,"['tv', 'tv', 'tnt']"
139,1683866041857413000_frame0.jpg,"['tv', 'fox_news']"
140,1665044942294118400_frame0.jpg,"['tv', 'cnn', 'cnn']"
141,1683924338648092700_frame0.jpg,"['tv', 'espn']"
142,1671616988348158000_frame0.jpg,"['tv', 'abc', 'abc', 'espn']"
143,1671760982231306200_frame0.jpg,"['tv', 'cnn']"
144,1657967181813641200_frame0.jpg,"['tv', 'msnbc']"
145,1677972745431855000_frame0.jpg,"['tv', 'fox_news']"
146,1684619036597493800_frame0.jpg,"['tv', 'tv', 'cbs', 'cbs']"
147,1669362552393482200_frame0.jpg,"['tv', 'cnn']"
148,1684561904590127000_frame0.jpg,"['tv', 'cbs', 'tv', 'cbs', 'tv']"
149,1684568054991810600_frame0.jpg,"['tv', 'espn']"
150,1672685144206549000_frame0.jpg,"['tv', 'tnt']"
151,1667983948438892500_frame0.jpg,"['tv', 'cnn']"
152,1670149047857463300_frame0.jpg,"['tv', 'tnt']"
153,1674028539235541000_frame0.jpg,"['tv', 'abc']"
154,1666446934384074800_frame0.jpg,"['tv', 'espn']"
155,1717227135158042600_frame0.jpg,"['tv', 'cbs', 'cbs']"
156,1661066022242828300_frame0.jpg,"['tv', 'cnn']"
157,1684547652630421500_frame0.jpg,"['tv', 'cbs', 'cbs']"
158,1676700873209761800_frame0.jpg,"['tv', 'tnt', 'tnt']"
159,1684543849986302000_frame0.jpg,"['tv', 'msnbc']"
160,1684326043260862500_frame0.jpg,"['tv', 'espn']"
161,1682393053010129000_frame0.jpg,"['tv', 'fox_news']"
162,1657036286713766000_frame0.jpg,"['tv', 'msnbc']"
163,1683904527796867000_frame0.jpg,"['tv', 'fox_news']"
164,1669655957216448500_frame0.jpg,"['tv', 'cnn']"
165,1664301452476145700_frame0.jpg,"['tv', 'tnt']"
166,1735351925613834200_frame0.jpg,"['tv', 'cbs', 'cbs']"
167,1643170494024880000_frame0.jpg,"['tv', 'msnbc']"
168,1670056054324551700_frame0.jpg,"['tv', 'cbs', 'cbs']"
169,1661978026289766400_frame0.jpg,"['cnn', 'tv']"
170,1682887561812439000_frame0.jpg,"['tv', 'fox_news']"
171,1657519604496400400_frame0.jpg,"['tv', 'tnt']"
172,1657503860886970400_frame0.jpg,"['tv', 'tnt']"
173,1663514412708814800_frame0.jpg,"['tv', 'cnn', 'cnn']"
174,1648184756682170400_frame0.jpg,"['tv', 'msnbc']"
175,1671616671233691600_frame0.jpg,"['tv', 'abc', 'abc', 'espn']"
176,1684622175190982700_frame0.jpg,"['tv', 'cbs', 'cbs']"
177,1662699976813289500_frame0.jpg,"['cnn', 'tv']"
178,1666484766720942000_frame0.jpg,"['tv', 'cbs', 'cbs']"
179,1679176438705676300_frame0.jpg,"['tv', 'cbs']"
180,1644251599666774000_frame0.jpg,"['tv', 'msnbc']"
181,1666472302352556000_frame0.jpg,"['tv', 'tv', 'espn']"
182,1655524979036409900_frame0.jpg,"['tv', 'msnbc']"
183,1657517023644627000_frame0.jpg,"['tv', 'tnt', 'tnt']"
184,1684615356041261000_frame0.jpg,"['tv', 'cbs', 'cbs']"
185,1668989055515304000_frame0.jpg,"['tv', 'abc', 'abc']"
186,1638468266739486700_frame0.jpg,"['tv', 'msnbc']"
187,1684546828202180600_frame0.jpg,"['tv', 'cbs', 'tv']"
188,1679155918937325600_frame0.jpg,"['tv', 'espn']"
189,1682939071296516000_frame0.jpg,"['tv', 'fox_news']"
190,1684148379103363000_frame0.jpg,"['tv', 'espn']"
191,1678732267914125300_frame0.jpg,"['tv', 'fox_news']"
192,1679947591925698600_frame0.jpg,"['tv', 'fox_news']"
193,1650056298596708400_frame0.jpg,"['tv', 'fox_news']"
194,1643709553021313000_frame0.jpg,['tv']
195,1657430250616795100_frame0.jpg,['tv']
196,1660059653632966700_frame0.jpg,"['tv', 'tnt']"
197,1679745032636141600_frame0.jpg,"['tv', 'fox_news']"
198,1684632775090503700_frame0.jpg,"['tv', 'tv', 'cbs', 'cbs', 'espn']"
199,1679803022630260700_frame0.jpg,"['fox_news', 'tv', 'fox_news']"
200,1683865118900875300_frame0.jpg,"['tv', 'espn']"
201,1657804315684872200_frame0.jpg,"['tv', 'tv']"
202,1684553726351671300_frame0.jpg,"['tv', 'cbs', 'espn', 'tv']"
203,1658187148437786600_frame0.jpg,"['tv', 'tnt']"
204,1651982835118080000_frame0.jpg,"['tv', 'espn']"
205,1646951127234723800_frame0.jpg,"['tv', 'espn']"
206,1666415257343520800_frame0.jpg,"['tv', 'abc', 'espn']"
207,1651165446981881900_frame0.jpg,"['tv', 'espn']"
208,1666499564808437800_frame0.jpg,"['tv', 'abc', 'abc', 'espn']"
209,1666477225832116200_frame0.jpg,"['tv', 'cbs', 'cbs']"
210,1684566725493911600_frame0.jpg,"['tv', 'cbs', 'cbs']"
211,1676637070388486100_frame0.jpg,"['tv', 'cnn']"
212,1682853913658691600_frame0.jpg,"['tv', 'tnt']"
213,1665992693114839000_frame0.jpg,"['cnn', 'tv']"
214,1684282073189187600_frame0.jpg,"['tv', 'fox_news']"
215,1637459796959461400_frame0.jpg,"['tv', 'msnbc']"
216,1665303504207585300_frame0.jpg,"['tv', 'msnbc']"
217,1674899859238391800_frame0.jpg,"['tv', 'msnbc']"
218,1684546432519970800_frame0.jpg,"['tv', 'cbs', 'cbs', 'tv']"
219,1680688909014626300_frame0.jpg,"['tv', 'espn', 'tv']"
220,1682839067592618000_frame0.jpg,"['tv', 'fox_news']"
221,1683881098687410200_frame0.jpg,"['tv', 'fox_news']"
222,1660024612571857000_frame0.jpg,"['tv', 'tnt']"
223,1683881204803281000_frame0.jpg,"['tv', 'tnt']"
224,1733611177344323600_frame0.jpg,"['tv', 'abc']"
225,1684579776154566700_frame0.jpg,"['tv', 'cbs', 'cbs']"
226,1657491406803038200_frame0.jpg,"['tv', 'tnt']"
227,1717269776406978600_frame0.jpg,"['tv', 'cbs']"
228,1683392080866492400_frame0.jpg,"['tv', 'fox_news']"
229,1674064372474953700_frame0.jpg,"['tv', 'cnn']"
230,1684530911124652000_frame0.jpg,"['tv', 'espn']"
231,1733951325235888000_frame0.jpg,"['tv', 'cbs']"
232,1677795857715495000_frame0.jpg,"['tv', 'tnt']"
233,1660050513820926000_frame0.jpg,"['tv', 'msnbc']"
234,1674138360110653400_frame0.jpg,"['tv', 'tv', 'abc', 'cbs', 'tv']"
235,1649866901481861000_frame0.jpg,"['tv', 'cbs']"
236,1717253943219757000_frame0.jpg,"['tv', 'cbs', 'cbs']"
237,1658212152386818000_frame0.jpg,['tv']
238,1675818632250220500_frame0.jpg,"['tv', 'cnn']"
239,1684579456766832600_frame0.jpg,"['tv', 'cbs', 'cbs', 'espn']"
240,1640799299862364200_frame0.jpg,"['tv', 'espn']"
241,1668132478893744000_frame0.jpg,"['tv', 'msnbc', 'tv']"
242,1663127265577275400_frame0.jpg,"['tv', 'msnbc']"
243,1684585175389905000_frame0.jpg,"['tv', 'cbs', 'tv', 'tv']"
244,1684335336676655000_frame0.jpg,"['tv', 'espn']"
245,1675240521112510500_frame0.jpg,"['tv', 'cnn']"
246,1666906185053302800_frame0.jpg,"['tv', 'tnt']"
247,1683916700635959300_frame0.jpg,"['tv', 'espn']"
248,1666409343806894000_frame0.jpg,"['tv', 'espn']"
249,1662117246291464200_frame0.jpg,"['tv', 'cnn']"
250,1667773969564029000_frame0.jpg,"['tv', 'msnbc']"
251,1670522262899466200_frame0.jpg,"['tv', 'cnn']"
252,1684653701463142400_frame0.jpg,"['tv', 'cbs']"
253,1666502138525708300_frame0.jpg,"['tv', 'cbs', 'cbs']"
254,1684566705029902300_frame0.jpg,"['tv', 'cbs', 'cbs']"
255,1665070545340768300_frame0.jpg,"['tv', 'cnn', 'cnn']"
256,1731383674449965000_frame0.jpg,"['tv', 'cbs']"
257,1735360632716308500_frame0.jpg,"['tv', 'cbs']"
258,1684573401605210000_frame0.jpg,"['tv', 'msnbc', 'cbs']"
259,1665113276150739000_frame0.jpg,"['tv', 'fox_news', 'msnbc']"
260,1684617865828761600_frame0.jpg,"['tv', 'cbs', 'cbs']"
261,1672750825153306600_frame0.jpg,"['tv', 'abc']"
262,1684580624213602300_frame0.jpg,"['tv', 'cbs']"
263,1673098687166881800_frame0.jpg,"['tv', 'cnn']"
264,1676300729620385800_frame0.jpg,"['tv', 'espn']"
265,1670148428161630200_frame0.jpg,"['tv', 'tnt']"
266,1666781081803747300_frame0.jpg,"['tv', 'cnn']"
267,1683552736886468600_frame0.jpg,"['tv', 'fox_news']"
268,1676199800044789800_frame0.jpg,"['tv', 'espn']"
269,1670155898342957000_frame0.jpg,"['tv', 'tnt']"
270,1661532741818183700_frame0.jpg,"['tv', 'tnt']"
271,1667633285993394200_frame0.jpg,"['tv', 'cnn']"
272,1675231263536996400_frame0.jpg,"['tv', 'tnt']"
273,1684550882848534500_frame0.jpg,"['tv', 'cbs', 'cbs']"
274,1659195840851423200_frame0.jpg,"['tv', 'cnn']"
275,1666787773757096000_frame0.jpg,"['tv', 'tv', 'tv']"
276,1669843959221895200_frame0.jpg,"['tv', 'msnbc']"
277,1671270557678571500_frame0.jpg,"['tv', 'abc', 'abc', 'espn']"
278,1717266779908194300_frame0.jpg,"['tv', 'cbs', 'cbs', 'cbs']"
279,1657491802363551700_frame0.jpg,"['tv', 'tnt']"
280,1671602204148043800_frame0.jpg,"['tv', 'espn']"
281,1677357553597591600_frame0.jpg,"['tv', 'fox_news', 'tv']"
282,1683832160915624000_frame0.jpg,"['tv', 'fox_news', 'fox_news']"
283,1682270965662281700_frame0.jpg,"['tv', 'fox_news']"
284,1663899311194366000_frame0.jpg,"['tv', 'tnt']"
285,1659991824338600000_frame0.jpg,"['tv', 'tnt']"
286,1677339956869181400_frame0.jpg,"['tv', 'fox_news']"
287,1643681105385197600_frame0.jpg,"['tv', 'cbs', 'cbs']"
288,1680525535614165000_frame0.jpg,"['tv', 'fox_news']"
289,1683859924418891800_frame0.jpg,"['tv', 'fox_news']"
290,1735352017414541300_frame0.jpg,"['tv', 'cbs', 'cbs', 'tv']"
291,1672753306457440300_frame0.jpg,"['tv', 'msnbc']"
292,1682090284160176000_frame0.jpg,"['tv', 'abc', 'espn']"
293,1659998110383898600_frame0.jpg,"['tv', 'tnt']"
294,1684578399487578000_frame0.jpg,"['tv', 'cbs', 'cbs', 'tv']"
295,1660040135804207000_frame0.jpg,"['tv', 'tnt']"
296,1656734073420275700_frame0.jpg,"['tv', 'msnbc']"
297,1683112581344055300_frame0.jpg,"['tv', 'espn']"
298,1657866288606765000_frame0.jpg,"['tv', 'tnt']"
299,1677798473778397200_frame0.jpg,"['tv', 'tnt']"
300,1683902595095142400_frame0.jpg,"['tv', 'espn']"
301,1666170466248732700_frame0.jpg,"['tv', 'cnn', 'cnn']"
302,1677314416699289600_frame0.jpg,"['tv', 'espn', 'espn']"
303,1717225963315626000_frame0.jpg,"['tv', 'cbs']"
304,1666426042065092600_frame0.jpg,"['tv', 'espn']"
305,1666783672990269400_frame0.jpg,"['tv', 'espn']"
306,1682747037046616000_frame0.jpg,"['tv', 'fox_news']"
307,1666809005512634400_frame0.jpg,"['tv', 'cbs', 'espn']"
308,1666370744638042000_frame0.jpg,"['tv', 'espn']"
309,1677758965594812400_frame0.jpg,"['tv', 'fox_news', 'tv']"
310,1684563611030167600_frame0.jpg,"['tv', 'cbs', 'cbs']"
311,1659987509649637400_frame0.jpg,"['tv', 'tnt']"
312,1717288226739269600_frame0.jpg,"['tv', 'cbs', 'espn']"
313,1671793830619357200_frame0.jpg,"['tv', 'cnn']"
314,1681632220541915100_frame0.jpg,"['tv', 'tnt']"
315,1718014947276955600_frame0.jpg,"['tv', 'cbs']"
316,1676572736266285000_frame0.jpg,"['tv', 'cbs']"
317,1683857703262294000_frame0.jpg,"['tv', 'abc']"
318,1717227354826252300_frame0.jpg,"['tv', 'cbs']"
319,1684548450861052000_frame0.jpg,"['tv', 'cbs', 'cbs']"
320,1684602858571300900_frame0.jpg,"['tv', 'cbs', 'cbs']"
321,1666864337484062700_frame0.jpg,"['tv', 'cbs', 'cbs']"
322,1718001760615891000_frame0.jpg,"['tv', 'cbs', 'cbs']"
323,1683433510297219000_frame0.jpg,"['tv', 'fox_news']"
324,1683438158982746000_frame0.jpg,"['tv', 'fox_news']"
325,1640001845436973000_frame0.jpg,"['tv', 'msnbc']"
326,1683009546705997800_frame0.jpg,"['tv', 'fox_news']"
327,1646163431490879500_frame0.jpg,"['tv', 'espn']"
328,1662402935809671200_frame0.jpg,"['tv', 'cnn', 'cnn']"
329,1643964267193561000_frame0.jpg,"['tv', 'msnbc']"
330,1650345718604378000_frame0.jpg,"['tv', 'msnbc']"
331,1658197850103754800_frame0.jpg,"['tv', 'tnt']"
332,1678301933477060600_frame0.jpg,"['tv', 'fox_news', 'tv']"
333,1684481107824865300_frame0.jpg,"['tv', 'espn']"
334,1674071857931845600_frame0.jpg,"['tv', 'abc']"
335,1656999968512213000_frame0.jpg,"['tv', 'espn']"
336,1684550221100548000_frame0.jpg,"['tv', 'cbs', 'cbs']"
337,1643545980861177900_frame0.jpg,"['tv', 'espn']"
338,1643627817860096000_frame0.jpg,['tv']
339,1675107752294232000_frame0.jpg,"['tv', 'cnn', 'cnn']"
340,1667598376146903000_frame0.jpg,"['tv', 'abc']"
341,1684607772047560700_frame0.jpg,"['tv', 'cbs', 'cbs']"
342,1675581455306088400_frame0.jpg,"['tv', 'cnn']"
343,1674644330926678000_frame0.jpg,"['tv', 'cnn']"
344,1677357071512637400_frame0.jpg,"['tv', 'fox_news']"
345,1641480360376262700_frame0.jpg,"['tv', 'tv']"
346,1665078595996905500_frame0.jpg,"['tv', 'cnn', 'cnn']"
347,1679809508144124000_frame0.jpg,"['tv', 'fox_news']"
348,1666324290552725500_frame0.jpg,"['tv', 'cnn']"
349,1666618489944699000_frame0.jpg,"['tv', 'cnn']"
350,1684596957798068200_frame0.jpg,"['tv', 'cbs']"
351,1684316698477330400_frame0.jpg,['tv']
352,1684599579611308000_frame0.jpg,"['tv', 'cbs', 'cbs']"
353,1684623226572972000_frame0.jpg,['tv']
354,1656009160317284400_frame0.jpg,"['tv', 'tnt']"
355,1666375804734406700_frame0.jpg,"['espn', 'tv']"
356,1684297876857024500_frame0.jpg,"['tv', 'espn']"
357,1667553633144725500_frame0.jpg,"['tv', 'msnbc']"
358,1673215306748747800_frame0.jpg,"['tv', 'abc']"
359,1680353333052805000_frame0.jpg,"['tv', 'tnt']"
360,1666524091701526500_frame0.jpg,"['tv', 'espn', 'abc']"
361,1684543334523117600_frame0.jpg,"['tv', 'cbs']"
362,1684543895993614300_frame0.jpg,"['tv', 'cbs']"
363,1684170476051624000_frame0.jpg,"['tv', 'cbs', 'cbs']"
364,1666467360208429000_frame0.jpg,"['tv', 'espn', 'tv']"
365,1663559402277322800_frame0.jpg,"['tv', 'cnn', 'cnn']"
366,1684597899272462300_frame0.jpg,"['tv', 'cbs', 'cbs']"
367,1684520391197851600_frame0.jpg,"['tv', 'fox_news']"
368,1652401261321949200_frame0.jpg,"['tv', 'tnt']"
369,1681048046038769700_frame0.jpg,"['tv', 'tnt']"
370,1676537283563548700_frame0.jpg,"['tv', 'msnbc']"
371,1666396955938496500_frame0.jpg,"['tv', 'espn', 'cbs']"
372,1684169264648491000_frame0.jpg,"['tv', 'abc']"
373,1646044556409450500_frame0.jpg,"['tv', 'tv', 'msnbc']"
374,1657524810600702000_frame0.jpg,"['tv', 'tnt']"
375,1661860410074177500_frame0.jpg,"['tv', 'msnbc']"
376,1675833731434172400_frame0.jpg,"['tv', 'cnn']"
377,1683203094990590000_frame0.jpg,"['tv', 'fox_news']"
378,1684603262285717500_frame0.jpg,"['tv', 'cbs']"
379,1679400676259651600_frame0.jpg,"['tv', 'fox_news']"
380,1683702542476841000_frame0.jpg,"['tv', 'fox_news']"
381,1664609452667453400_frame0.jpg,"['tv', 'cnn']"
382,1673654015700852700_frame0.jpg,"['tv', 'abc']"
383,1674882766858129400_frame0.jpg,"['tv', 'cnn']"
384,1657507265764143000_frame0.jpg,"['tv', 'tnt']"
385,1666411546160398300_frame0.jpg,"['tv', 'espn', 'espn', 'abc']"
386,1665067886588305400_frame0.jpg,"['tv', 'cnn']"
387,1664664767710748700_frame0.jpg,"['tv', 'cnn', 'cnn']"
388,1672691317676802000_frame0.jpg,"['tv', 'tnt']"
389,1660205896225030100_frame0.jpg,"['tv', 'cnn', 'cnn']"
390,1677768004437373000_frame0.jpg,"['tv', 'tnt']"
391,1682530220701175800_frame0.jpg,"['tv', 'fox_news']"
392,1654174926317318100_frame0.jpg,"['tv', 'msnbc']"
393,1683746108913815600_frame0.jpg,"['tv', 'msnbc']"
394,1667868562104111000_frame0.jpg,"['tv', 'cnn']"
395,1675483105357574100_frame0.jpg,"['tv', 'msnbc']"
396,1674071066043072500_frame0.jpg,"['tv', 'abc', 'abc', 'tv', 'espn', 'tv', 'tv']"
397,1639105940982714400_frame0.jpg,"['tv', 'espn', 'espn', 'espn']"
398,1667876681290932200_frame0.jpg,"['tv', 'espn']"
399,1684543937143898000_frame0.jpg,"['tv', 'cbs', 'cbs']"
400,1666792040307990500_frame0.jpg,"['tv', 'cbs']"
401,1661416786978963500_frame0.jpg,"['tv', 'cnn', 'cnn']"
402,1733837969271304200_frame0.jpg,"['tv', 'cbs', 'cbs']"
403,1675521576285528000_frame0.jpg,"['tv', 'cnn', 'tv', 'tv']"
404,1684112028987363300_frame0.jpg,"['tv', 'espn']"
405,1670714697373991000_frame0.jpg,"['tv', 'cnn']"
406,1671608848240087000_frame0.jpg,"['tv', 'abc', 'abc']"
407,1683876458411397000_frame0.jpg,"['tv', 'fox_news']"
408,1666515955435462700_frame0.jpg,"['tv', 'espn', 'cbs']"
409,1665236992494928000_frame0.jpg,"['tv', 'msnbc']"
410,1684623788710297600_frame0.jpg,"['tv', 'cbs']"
411,1684304349645344800_frame0.jpg,['tv']
412,1649204813805658000_frame0.jpg,"['tv', 'tnt']"
413,1671234401301708800_frame0.jpg,"['tv', 'abc', 'abc', 'espn']"
414,1665174777028976600_frame0.jpg,"['tv', 'cnn']"
415,1672429984163111000_frame0.jpg,"['tv', 'msnbc']"
416,1667775011068371000_frame0.jpg,"['tv', 'cnn']"
417,1649638642492125200_frame0.jpg,"['tv', 'msnbc']"
418,1666452516419690500_frame0.jpg,"['tv', 'espn']"
419,1657884562509897700_frame0.jpg,"['tv', 'msnbc']"
420,1670170788457627600_frame0.jpg,"['cnn', 'tv']"
